Date,1 MO,2 MO,3 MO,6 MO,1 YR,2 YR,3 YR,5 YR,7 YR,10 YR,20 YR,30 YR,log_returns,realized_volatility,realized_volatility_change,squared_changes,Roll_Measure_Daily,Sign_10YR,Volume_Weighted_10YR,Price_Difference_10YR,Kyle_Lambda_10YR
2013-02-08,-0.0,,-0.0,-0.0,0.000999999999999998,-0.0,-0.0,-0.0010000000000000009,-0.0,-0.0,-0.001000000000000023,-0.0,0.0,3.142782086295918e-05,-2.004405424117282e-06,,0.0,0.0,,,
2013-02-11,-0.0020000000000000005,,-0.001999999999999999,-0.0009999999999999996,-0.000999999999999998,-0.0020000000000000018,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0,0.001000000000000023,0.0009999999999999786,0.0,3.1395991637060335e-05,-3.182922589884329e-08,0.0,0.0,0.0,,,
2013-02-12,-0.0029999999999999996,,-0.0,-0.0,0.000999999999999998,-0.001999999999999996,-0.0009999999999999953,-0.0030000000000000027,-0.00299999999999998,-0.0030000000000000027,-0.0030000000000000248,-0.00299999999999998,-3.0000450008974692e-05,3.17549114968369e-05,3.5891985977656426e-07,9.000000000000015e-06,0.0,-1.0,,,
2013-02-13,-0.0009999999999999996,,-0.0010000000000000009,-0.0,-0.000999999999999998,-0.0,-0.0030000000000000027,-0.0040000000000000036,-0.0050000000000000044,-0.00299999999999998,-0.004999999999999983,-0.0040000000000000036,-3.0000450008974692e-05,3.134284916994788e-05,-4.120623268890201e-07,5.085658759397545e-34,0.0,-1.0,,,
2013-02-14,-0.0010000000000000009,,-0.0009999999999999996,-0.0010000000000000009,-0.0010000000000000009,0.001999999999999996,0.0020000000000000018,0.006000000000000005,0.005999999999999983,0.004999999999999983,0.006999999999999984,0.006000000000000005,4.999875004177061e-05,3.318187538919903e-05,1.8390262192511495e-06,6.399999999999939e-05,0.0,1.0,,,
2013-02-15,0.0010000000000000009,,0.0009999999999999996,-0.0,-0.0010000000000000009,-0.001999999999999996,-0.0,-0.0010000000000000009,-0.0009999999999999786,-0.0009999999999999786,-0.0009999999999999786,-0.001000000000000023,-1.0000050000287824e-05,3.278775387788801e-05,-3.9412151131101945e-07,3.599999999999953e-05,0.0,-1.0,,,
2013-02-19,-0.0,,-0.001999999999999999,-0.0,-0.0,-0.0,-0.0020000000000000018,-0.0020000000000000018,-0.0030000000000000027,-0.0020000000000000018,-0.0030000000000000248,-0.00299999999999998,-2.000020000268671e-05,3.2542829076630544e-05,-2.449248012574646e-07,1.0000000000000465e-06,0.0,-1.0,,,
2013-02-20,-0.0029999999999999996,,-0.0,-0.0,-0.0,0.001999999999999996,0.0020000000000000018,0.0010000000000000009,0.0030000000000000027,0.0009999999999999786,0.001000000000000023,0.0009999999999999786,9.999950000398841e-06,3.2675721328233324e-05,1.3289225160277997e-07,8.99999999999988e-06,0.0,1.0,,,
2013-02-21,-0.0,,-0.0010000000000000009,-0.0,0.0010000000000000009,0.0010000000000000009,0.001999999999999996,0.0020000000000000018,0.0019999999999999797,0.0030000000000000027,0.00299999999999998,0.0030000000000000248,2.999955000897429e-05,3.2675721328233324e-05,0.0,4.000000000000097e-06,0.0,1.0,,,
2013-02-22,0.0009999999999999996,,-0.0,-0.0010000000000000009,-0.0,-0.0010000000000000009,-0.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,1.9999800002575608e-05,3.2675721328233324e-05,0.0,1.0000000000000019e-06,0.0,1.0,,,
2013-02-25,0.0020000000000000005,,0.0010000000000000009,-0.0,-0.0,0.0020000000000000018,0.0030000000000000027,0.005999999999999994,0.009000000000000008,0.009000000000000008,0.008000000000000007,0.006999999999999984,8.999595024290707e-05,3.645554479907632e-05,3.779823470842993e-06,4.9000000000000087e-05,0.0,1.0,,,
2013-02-26,-0.0020000000000000005,,-0.0020000000000000018,-0.0,-0.0010000000000000009,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,3.622622470805755e-05,-2.2932009101876835e-07,8.100000000000014e-05,0.0,0.0,,,
2013-02-27,-0.0,,0.0030000000000000014,0.0010000000000000009,-0.0,-0.0020000000000000018,0.0010000000000000009,-0.0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000248,-0.00299999999999998,-3.0000450008974692e-05,3.662883686295093e-05,4.026121548933792e-07,9.000000000000015e-06,0.0,-1.0,,,
2013-02-28,0.004,,-0.0,-0.0,-0.0,0.0020000000000000018,-0.0,0.0010000000000000009,0.0020000000000000018,0.0020000000000000018,0.001000000000000023,0.0009999999999999786,1.9999800002575608e-05,3.6891811375952004e-05,2.629745130010758e-07,2.5000000000000045e-05,0.0,1.0,,,
2013-03-01,-0.0,,-0.0,0.0010000000000000009,0.0010000000000000009,-0.0,0.0010000000000000009,0.0020000000000000018,0.0030000000000000027,0.00299999999999998,0.00299999999999998,0.0040000000000000036,2.999955000897429e-05,3.718432057492596e-05,2.925091989739573e-07,9.999999999999568e-07,0.0,1.0,,,
2013-03-04,-0.0,,-0.0,-0.0,-0.0,0.0010000000000000009,-0.0,-0.0010000000000000009,-0.0020000000000000018,-0.0019999999999999797,-0.0020000000000000018,-0.0020000000000000018,-2.000020000268671e-05,3.109075724822786e-05,-6.093563326698098e-06,2.4999999999999595e-05,0.0,-1.0,,,
2013-03-05,-0.001999999999999999,,0.0029999999999999996,-0.0,0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,-2.000020000268671e-05,3.109075724822786e-05,0.0,4.891937290382032e-34,0.0,-1.0,,,
2013-03-06,-0.0,,-0.0020000000000000005,-0.0,-0.0,-0.0,-0.0020000000000000018,-0.0040000000000000036,-0.0040000000000000036,-0.0050000000000000044,-0.004999999999999983,-0.004999999999999983,-5.000125004166272e-05,3.223825930688265e-05,1.1475020586547896e-06,9.000000000000015e-06,0.0,-1.0,,,
2013-03-07,-0.0010000000000000009,,-0.0,0.0009999999999999996,-0.0,-0.0,-0.0020000000000000018,-0.003999999999999992,-0.0050000000000000044,-0.0050000000000000044,-0.004999999999999983,-0.005000000000000026,-5.000125004166272e-05,3.395058070245669e-05,1.7123213955740337e-06,0.0,0.0,-1.0,,,
2013-03-08,0.0010000000000000009,,-0.0,-0.0,-0.0,-0.0020000000000000018,-0.001999999999999996,-0.0050000000000000044,-0.006999999999999984,-0.006000000000000005,-0.007000000000000028,-0.004999999999999983,-6.000180007195222e-05,3.6018247789348786e-05,2.0676670868920993e-06,1.0000000000000019e-06,0.0,-1.0,,,
2013-03-11,-0.0,,-0.0,-0.0009999999999999996,-0.0,-0.0,-0.0010000000000000009,-0.0,-0.0,-0.0009999999999999786,-0.0,-0.0009999999999999786,-1.0000050000287824e-05,3.5860578408784395e-05,-1.5766938056439042e-07,2.500000000000027e-05,0.0,-1.0,,,
2013-03-12,-0.0010000000000000009,,-0.0,-0.0,-0.0,-0.0,0.0020000000000000018,0.0020000000000000018,0.0030000000000000027,0.0040000000000000036,0.0040000000000000036,0.003999999999999959,3.9999200021372696e-05,3.5860578408784395e-05,0.0,2.4999999999999818e-05,0.0,1.0,,,
2013-03-13,0.0010000000000000009,,0.0010000000000000009,-0.0,-0.0,-0.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.001000000000000023,-0.0,-0.0,-1.0000050000287824e-05,3.4999714337959676e-05,-8.608640708247195e-07,2.500000000000027e-05,0.0,-1.0,,,
2013-03-14,0.0009999999999999996,,-0.0010000000000000009,-0.0,-0.0,-0.0,-0.0,0.0010000000000000009,0.0010000000000000009,-0.0,-0.0020000000000000018,-0.00299999999999998,0.0,3.399481554145447e-05,-1.004898796505205e-06,1.000000000000046e-06,0.0,0.0,,,
2013-03-15,0.0009999999999999996,,0.0010000000000000009,0.0009999999999999996,0.000999999999999998,0.0020000000000000018,0.001999999999999996,0.0040000000000000036,0.004999999999999983,0.0030000000000000248,0.0020000000000000018,0.00299999999999998,2.999955000897429e-05,3.451058726971287e-05,5.15771728258396e-07,9.00000000000015e-06,0.0,1.0,,0.0030000000000000248,
2013-03-18,-0.0,,0.001999999999999999,-0.0,-0.000999999999999998,-0.0010000000000000009,0.0020000000000000018,0.0029999999999999914,0.0040000000000000036,0.004999999999999983,0.006000000000000005,0.0040000000000000036,4.999875004177061e-05,3.597653773199996e-05,1.4659504622870951e-06,3.999999999999832e-06,0.0002064999999999996,1.0,,0.004999999999999983,
2013-03-19,-0.0009999999999999996,,-0.0,-0.0,-0.0,0.0020000000000000018,0.0010000000000000009,0.0020000000000000018,0.0030000000000000027,0.0040000000000000036,0.0040000000000000036,0.005000000000000026,3.9999200021372696e-05,3.68009627664891e-05,8.244250344891353e-07,9.999999999999585e-07,0.00020699999999999958,1.0,,0.007000000000000006,
2013-03-20,-0.0,,-0.0,-0.0,-0.0,-0.0020000000000000018,-0.0010000000000000009,-0.0020000000000000018,-0.0040000000000000036,-0.0040000000000000036,-0.004999999999999983,-0.006000000000000005,-4.000080002137398e-05,3.7224256347142455e-05,4.2329358065335785e-07,6.400000000000012e-05,0.00023449999999999963,-1.0,,-0.0010000000000000234,
2013-03-21,-0.0,,-0.0,-0.0,0.000999999999999998,-0.0010000000000000009,-0.0,-0.0,0.0020000000000000018,0.0010000000000000009,0.00299999999999998,0.0040000000000000036,9.999950000398841e-06,3.6628488737954515e-05,-5.957676091879405e-07,2.5000000000000045e-05,0.00024699999999999966,1.0,,-0.003999999999999982,
